INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00001', 'ST0002', TO_TIMESTAMP('2025-01-15 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00269', 'ST0160', TO_TIMESTAMP('2025-09-10 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00270', 'ST0180', TO_TIMESTAMP('2025-05-18 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00271', 'ST0215', TO_TIMESTAMP('2025-05-19 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00272', 'ST0260', TO_TIMESTAMP('2025-05-20 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00273', 'ST0304', TO_TIMESTAMP('2025-05-21 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00274', 'ST0306', TO_TIMESTAMP('2025-09-12 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00275', 'ST0365', TO_TIMESTAMP('2025-05-22 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00276', 'ST0375', TO_TIMESTAMP('2025-05-23 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00277', 'ST0377', TO_TIMESTAMP('2025-05-24 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00278', 'ST0390', TO_TIMESTAMP('2025-05-25 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00279', 'ST0399', TO_TIMESTAMP('2025-09-13 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00280', 'ST0407', TO_TIMESTAMP('2025-05-26 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00281', 'ST0427', TO_TIMESTAMP('2025-05-27 08:30:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00282', 'ST0480', TO_TIMESTAMP('2025-05-28 11:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00283', 'ST0002', TO_TIMESTAMP('2025-05-29 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00284', 'ST0009', TO_TIMESTAMP('2025-09-14 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00285', 'ST0034', TO_TIMESTAMP('2025-05-30 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00286', 'ST0055', TO_TIMESTAMP('2025-05-31 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00287', 'ST0096', TO_TIMESTAMP('2025-06-01 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00288', 'ST0097', TO_TIMESTAMP('2025-06-02 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00289', 'ST0099', TO_TIMESTAMP('2025-09-14 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00290', 'ST0108', TO_TIMESTAMP('2025-06-03 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00291', 'ST0129', TO_TIMESTAMP('2025-06-04 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00292', 'ST0157', TO_TIMESTAMP('2025-06-05 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00293', 'ST0160', TO_TIMESTAMP('2025-06-06 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00294', 'ST0180', TO_TIMESTAMP('2025-09-16 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00295', 'ST0215', TO_TIMESTAMP('2025-06-07 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00296', 'ST0260', TO_TIMESTAMP('2025-06-08 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00297', 'ST0304', TO_TIMESTAMP('2025-06-09 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00298', 'ST0306', TO_TIMESTAMP('2025-06-10 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00299', 'ST0365', TO_TIMESTAMP('2025-09-17 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00300', 'ST0375', TO_TIMESTAMP('2025-06-11 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00301', 'ST0377', TO_TIMESTAMP('2025-06-12 08:30:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00302', 'ST0390', TO_TIMESTAMP('2025-06-13 11:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00303', 'ST0399', TO_TIMESTAMP('2025-06-14 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00304', 'ST0407', TO_TIMESTAMP('2025-09-18 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00305', 'ST0427', TO_TIMESTAMP('2025-06-15 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00306', 'ST0480', TO_TIMESTAMP('2025-06-16 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00307', 'ST0002', TO_TIMESTAMP('2025-06-17 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00308', 'ST0009', TO_TIMESTAMP('2025-06-18 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00309', 'ST0034', TO_TIMESTAMP('2025-09-18 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00310', 'ST0055', TO_TIMESTAMP('2025-06-19 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00311', 'ST0096', TO_TIMESTAMP('2025-06-20 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00312', 'ST0097', TO_TIMESTAMP('2025-06-21 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00313', 'ST0099', TO_TIMESTAMP('2025-06-22 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00314', 'ST0108', TO_TIMESTAMP('2025-09-24 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00315', 'ST0129', TO_TIMESTAMP('2025-06-23 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00316', 'ST0157', TO_TIMESTAMP('2025-06-24 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00317', 'ST0160', TO_TIMESTAMP('2025-06-25 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00318', 'ST0180', TO_TIMESTAMP('2025-06-26 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00319', 'ST0215', TO_TIMESTAMP('2025-09-25 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00320', 'ST0260', TO_TIMESTAMP('2025-06-27 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00321', 'ST0304', TO_TIMESTAMP('2025-06-28 08:30:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00322', 'ST0306', TO_TIMESTAMP('2025-06-29 11:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00323', 'ST0365', TO_TIMESTAMP('2025-06-30 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00324', 'ST0375', TO_TIMESTAMP('2025-09-26 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00325', 'ST0377', TO_TIMESTAMP('2025-07-01 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00326', 'ST0390', TO_TIMESTAMP('2025-07-02 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00327', 'ST0399', TO_TIMESTAMP('2025-07-03 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00328', 'ST0407', TO_TIMESTAMP('2025-07-04 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00329', 'ST0427', TO_TIMESTAMP('2025-09-26 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00330', 'ST0480', TO_TIMESTAMP('2025-07-05 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00331', 'ST0002', TO_TIMESTAMP('2025-07-06 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00332', 'ST0009', TO_TIMESTAMP('2025-07-07 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00333', 'ST0034', TO_TIMESTAMP('2025-07-08 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00334', 'ST0055', TO_TIMESTAMP('2025-09-28 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00335', 'ST0096', TO_TIMESTAMP('2025-07-09 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00336', 'ST0097', TO_TIMESTAMP('2025-07-10 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00337', 'ST0099', TO_TIMESTAMP('2025-07-11 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00338', 'ST0108', TO_TIMESTAMP('2025-07-12 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00339', 'ST0129', TO_TIMESTAMP('2025-09-29 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00340', 'ST0157', TO_TIMESTAMP('2025-07-13 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00341', 'ST0160', TO_TIMESTAMP('2025-07-14 08:30:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00342', 'ST0180', TO_TIMESTAMP('2025-07-15 11:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00343', 'ST0215', TO_TIMESTAMP('2025-07-16 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00344', 'ST0260', TO_TIMESTAMP('2025-10-01 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00345', 'ST0304', TO_TIMESTAMP('2025-07-17 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00346', 'ST0306', TO_TIMESTAMP('2025-07-18 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00347', 'ST0365', TO_TIMESTAMP('2025-07-19 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00348', 'ST0375', TO_TIMESTAMP('2025-07-20 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00349', 'ST0377', TO_TIMESTAMP('2025-10-01 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00350', 'ST0390', TO_TIMESTAMP('2025-07-21 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00351', 'ST0399', TO_TIMESTAMP('2025-07-22 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00352', 'ST0407', TO_TIMESTAMP('2025-07-23 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00353', 'ST0427', TO_TIMESTAMP('2025-07-24 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00354', 'ST0480', TO_TIMESTAMP('2025-10-03 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00355', 'ST0002', TO_TIMESTAMP('2025-07-25 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00356', 'ST0009', TO_TIMESTAMP('2025-07-26 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00357', 'ST0034', TO_TIMESTAMP('2025-07-27 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00358', 'ST0055', TO_TIMESTAMP('2025-07-28 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00359', 'ST0096', TO_TIMESTAMP('2025-10-04 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00360', 'ST0097', TO_TIMESTAMP('2025-07-29 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00361', 'ST0099', TO_TIMESTAMP('2025-07-30 08:30:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00362', 'ST0108', TO_TIMESTAMP('2025-07-31 11:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00363', 'ST0129', TO_TIMESTAMP('2025-08-01 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00364', 'ST0157', TO_TIMESTAMP('2025-10-05 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00365', 'ST0160', TO_TIMESTAMP('2025-08-02 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00366', 'ST0180', TO_TIMESTAMP('2025-08-03 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00367', 'ST0215', TO_TIMESTAMP('2025-08-04 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00368', 'ST0260', TO_TIMESTAMP('2025-08-05 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00369', 'ST0304', TO_TIMESTAMP('2025-10-05 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00370', 'ST0306', TO_TIMESTAMP('2025-08-06 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00371', 'ST0365', TO_TIMESTAMP('2025-08-07 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00372', 'ST0375', TO_TIMESTAMP('2025-08-08 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00373', 'ST0377', TO_TIMESTAMP('2025-08-09 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00374', 'ST0390', TO_TIMESTAMP('2025-10-08 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00375', 'ST0399', TO_TIMESTAMP('2025-08-10 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00376', 'ST0407', TO_TIMESTAMP('2025-08-11 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00377', 'ST0427', TO_TIMESTAMP('2025-08-12 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00378', 'ST0480', TO_TIMESTAMP('2025-08-13 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00379', 'ST0002', TO_TIMESTAMP('2025-10-09 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00380', 'ST0009', TO_TIMESTAMP('2025-08-14 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00381', 'ST0034', TO_TIMESTAMP('2025-08-15 08:30:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00382', 'ST0055', TO_TIMESTAMP('2025-08-16 11:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00383', 'ST0096', TO_TIMESTAMP('2025-08-17 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00384', 'ST0097', TO_TIMESTAMP('2025-10-10 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00385', 'ST0099', TO_TIMESTAMP('2025-08-18 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00386', 'ST0108', TO_TIMESTAMP('2025-08-19 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00387', 'ST0129', TO_TIMESTAMP('2025-08-20 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00388', 'ST0157', TO_TIMESTAMP('2025-08-21 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00389', 'ST0160', TO_TIMESTAMP('2025-10-10 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00390', 'ST0180', TO_TIMESTAMP('2025-08-22 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00391', 'ST0215', TO_TIMESTAMP('2025-08-23 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00392', 'ST0260', TO_TIMESTAMP('2025-08-24 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00393', 'ST0304', TO_TIMESTAMP('2025-08-25 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00394', 'ST0306', TO_TIMESTAMP('2025-10-12 08:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00395', 'ST0365', TO_TIMESTAMP('2025-08-26 14:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00396', 'ST0375', TO_TIMESTAMP('2025-08-27 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00397', 'ST0377', TO_TIMESTAMP('2025-08-28 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00398', 'ST0390', TO_TIMESTAMP('2025-08-29 09:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00399', 'ST0399', TO_TIMESTAMP('2025-10-13 10:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00400', 'ST0407', TO_TIMESTAMP('2025-08-30 13:00:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00401', 'ST0427', TO_TIMESTAMP('2025-08-31 08:30:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO maintenanceStaffAssignment (maintenanceId, staffId, assignedAt) VALUES ('M00402', 'ST0480', TO_TIMESTAMP('2025-09-01 11:00:00', 'YYYY-MM-DD HH24:MI:SS'));
