INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000001', 'S000010', 'BP221', TO_TIMESTAMP('2025-03-13 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-13 06:49', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000151', 'S000001', 'BP326', TO_TIMESTAMP('2025-03-01 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-01 11:53', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000152', 'S000083', 'BP287', TO_TIMESTAMP('2025-03-31 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-31 12:33', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000153', 'S000079', 'BP001', TO_TIMESTAMP('2025-03-19 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-19 12:34', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000154', 'S000009', 'BP016', TO_TIMESTAMP('2025-03-30 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-30 14:32', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000155', 'S000098', 'BP362', TO_TIMESTAMP('2025-03-17 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-17 07:45', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000156', 'S000083', 'BP262', TO_TIMESTAMP('2025-03-01 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-01 12:20', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000157', 'S000050', 'BP397', TO_TIMESTAMP('2025-03-05 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-05 14:14', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Mechanical issue delayed departure');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000158', 'S000034', 'BP377', TO_TIMESTAMP('2025-03-20 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-20 09:34', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000159', 'S000029', 'BP380', TO_TIMESTAMP('2025-03-15 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-15 08:13', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000160', 'S000039', 'BP244', TO_TIMESTAMP('2025-03-25 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-25 08:10', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000161', 'S000066', 'BP225', TO_TIMESTAMP('2025-03-21 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-21 14:31', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000162', 'S000062', 'BP273', TO_TIMESTAMP('2025-03-26 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-26 08:39', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000163', 'S000067', 'BP243', TO_TIMESTAMP('2025-03-26 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-26 07:03', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to weather');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000164', 'S000067', 'BP237', TO_TIMESTAMP('2025-03-30 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-30 14:30', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000165', 'S000019', 'BP329', TO_TIMESTAMP('2025-03-16 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-16 09:25', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000166', 'S000022', 'BP179', TO_TIMESTAMP('2025-03-28 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-28 10:41', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000167', 'S000023', 'BP052', TO_TIMESTAMP('2025-03-22 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-22 06:10', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000168', 'S000040', 'BP274', TO_TIMESTAMP('2025-03-10 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-10 10:39', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000169', 'S000082', 'BP187', TO_TIMESTAMP('2025-03-13 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-13 08:35', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000170', 'S000026', 'BP386', TO_TIMESTAMP('2025-03-26 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-26 11:38', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000171', 'S000067', 'BP013', TO_TIMESTAMP('2025-03-21 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-21 09:09', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000172', 'S000062', 'BP291', TO_TIMESTAMP('2025-03-25 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-25 09:46', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Mechanical issue delayed departure');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000173', 'S000096', 'BP181', TO_TIMESTAMP('2025-03-31 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-31 09:48', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000174', 'S000025', 'BP091', TO_TIMESTAMP('2025-03-05 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-05 14:51', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000175', 'S000053', 'BP036', TO_TIMESTAMP('2025-03-01 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-01 13:39', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000176', 'S000061', 'BP208', TO_TIMESTAMP('2025-03-13 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-13 12:01', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000177', 'S000077', 'BP110', TO_TIMESTAMP('2025-03-28 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-28 14:23', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000178', 'S000005', 'BP255', TO_TIMESTAMP('2025-03-24 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-24 12:53', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to weather');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000179', 'S000068', 'BP017', TO_TIMESTAMP('2025-03-10 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-10 14:07', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000180', 'S000026', 'BP395', TO_TIMESTAMP('2025-03-18 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-18 09:28', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000181', 'S000012', 'BP056', TO_TIMESTAMP('2025-03-29 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-29 10:45', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to breakdown');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000182', 'S000052', 'BP040', TO_TIMESTAMP('2025-03-26 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-26 14:47', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000183', 'S000090', 'BP250', TO_TIMESTAMP('2025-03-25 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-25 14:47', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000184', 'S000007', 'BP325', TO_TIMESTAMP('2025-03-10 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-10 11:05', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000185', 'S000083', 'BP251', TO_TIMESTAMP('2025-03-05 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-05 09:17', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000186', 'S000043', 'BP053', TO_TIMESTAMP('2025-03-24 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-24 08:26', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Mechanical issue delayed departure');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000187', 'S000073', 'BP017', TO_TIMESTAMP('2025-03-21 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-21 13:39', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to weather');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000188', 'S000069', 'BP313', TO_TIMESTAMP('2025-03-21 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-21 11:23', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000189', 'S000009', 'BP088', TO_TIMESTAMP('2025-03-03 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-03 08:00', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000190', 'S000055', 'BP146', TO_TIMESTAMP('2025-03-15 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-15 09:43', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000191', 'S000036', 'BP338', TO_TIMESTAMP('2025-03-26 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-26 12:56', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to breakdown');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000192', 'S000034', 'BP178', TO_TIMESTAMP('2025-03-13 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-13 10:46', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Mechanical issue delayed departure');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000193', 'S000006', 'BP026', TO_TIMESTAMP('2025-03-07 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-07 14:39', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000194', 'S000072', 'BP255', TO_TIMESTAMP('2025-03-14 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-14 14:51', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000195', 'S000041', 'BP211', TO_TIMESTAMP('2025-03-24 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-24 15:14', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000196', 'S000062', 'BP307', TO_TIMESTAMP('2025-03-12 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-12 14:10', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000197', 'S000017', 'BP247', TO_TIMESTAMP('2025-03-04 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-04 12:37', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to weather');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000198', 'S000077', 'BP346', TO_TIMESTAMP('2025-03-29 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-29 08:15', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000199', 'S000044', 'BP057', TO_TIMESTAMP('2025-03-04 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-04 15:38', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to weather');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000200', 'S000077', 'BP288', TO_TIMESTAMP('2025-03-14 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-14 12:46', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000201', 'S000067', 'BP015', TO_TIMESTAMP('2025-03-05 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-05 06:11', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000202', 'S000010', 'BP152', TO_TIMESTAMP('2025-03-17 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-17 06:15', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000203', 'S000032', 'BP051', TO_TIMESTAMP('2025-03-25 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-25 10:42', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000204', 'S000011', 'BP340', TO_TIMESTAMP('2025-03-10 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-10 10:45', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000205', 'S000019', 'BP182', TO_TIMESTAMP('2025-03-18 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-18 09:00', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000206', 'S000062', 'BP304', TO_TIMESTAMP('2025-03-14 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-14 08:23', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Mechanical issue delayed departure');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000207', 'S000081', 'BP231', TO_TIMESTAMP('2025-03-19 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-19 14:02', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to breakdown');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000208', 'S000078', 'BP374', TO_TIMESTAMP('2025-03-31 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-31 10:35', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000209', 'S000074', 'BP035', TO_TIMESTAMP('2025-03-06 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-06 14:08', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000210', 'S000070', 'BP183', TO_TIMESTAMP('2025-03-18 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-18 06:31', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000211', 'S000005', 'BP335', TO_TIMESTAMP('2025-03-10 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-10 06:10', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000212', 'S000082', 'BP375', TO_TIMESTAMP('2025-03-12 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-12 10:52', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000213', 'S000006', 'BP208', TO_TIMESTAMP('2025-03-13 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-13 15:19', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000214', 'S000063', 'BP152', TO_TIMESTAMP('2025-03-10 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-10 12:30', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000215', 'S000013', 'BP272', TO_TIMESTAMP('2025-03-07 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-07 12:51', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000216', 'S000053', 'BP015', TO_TIMESTAMP('2025-03-12 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-12 11:57', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000217', 'S000018', 'BP059', TO_TIMESTAMP('2025-03-15 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-15 11:27', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000218', 'S000084', 'BP137', TO_TIMESTAMP('2025-03-22 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-22 14:02', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000219', 'S000094', 'BP336', TO_TIMESTAMP('2025-03-17 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-17 11:32', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000220', 'S000032', 'BP076', TO_TIMESTAMP('2025-03-27 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-27 13:56', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Mechanical issue delayed departure');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000221', 'S000031', 'BP079', TO_TIMESTAMP('2025-03-21 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-21 14:23', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000222', 'S000054', 'BP070', TO_TIMESTAMP('2025-03-17 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-17 06:35', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000223', 'S000075', 'BP255', TO_TIMESTAMP('2025-03-03 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-03 08:05', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000224', 'S000010', 'BP367', TO_TIMESTAMP('2025-03-03 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-03 08:10', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000225', 'S000046', 'BP297', TO_TIMESTAMP('2025-03-20 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-20 08:32', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
