INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000001', 'CU0050', 'T00000000001', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-20 13:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00001', 'Payment for T00000000001', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000133', 'CU0068', 'T00000000133', 20.00, 20.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-16 11:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00133', 'Payment for T00000000133', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000134', 'CU0095', 'T00000000134', 35.00, 15.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-08 11:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00134', 'Payment for T00000000134', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000135', 'CU0058', 'T00000000135', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-12 07:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00135', 'Payment for T00000000135', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000136', 'CU0020', 'T00000000136', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-07 16:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00136', 'Payment for T00000000136', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000137', 'CU0095', 'T00000000137', 35.00, 15.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-13 17:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00137', 'Payment for T00000000137', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000138', 'CU0074', 'T00000000138', 20.00, 20.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-14 16:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00138', 'Payment for T00000000138', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000139', 'CU0025', 'T00000000139', 20.00, 0.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-05 16:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00139', 'Payment for T00000000139', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000140', 'CU0006', 'T00000000140', 40.00, 30.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-29 13:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00140', 'Payment for T00000000140', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000141', 'CU0100', 'T00000000141', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-18 09:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00141', 'Payment for T00000000141', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000142', 'CU0004', 'T00000000142', 35.00, 35.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-18 13:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00142', 'Payment for T00000000142', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000143', 'CU0024', 'T00000000143', 40.00, 35.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-01 09:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00143', 'Payment for T00000000143', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000144', 'CU0089', 'T00000000144', 20.00, 20.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-23 19:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00144', 'Payment for T00000000144', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000145', 'CU0091', 'T00000000145', 40.00, 35.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-09 09:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00145', 'Payment for T00000000145', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000146', 'CU0013', 'T00000000146', 25.00, 25.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-15 19:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00146', 'Payment for T00000000146', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000147', 'CU0052', 'T00000000147', 30.00, 10.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-17 08:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00147', 'Payment for T00000000147', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000148', 'CU0010', 'T00000000148', 25.00, 5.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-19 11:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00148', 'Payment for T00000000148', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000149', 'CU0001', 'T00000000149', 30.00, 10.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-03 08:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00149', 'Payment for T00000000149', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000150', 'CU0048', 'T00000000150', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-06 20:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00150', 'Payment for T00000000150', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000151', 'CU0055', 'T00000000151', 35.00, 30.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-24 19:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00151', 'Payment for T00000000151', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000152', 'CU0087', 'T00000000152', 35.00, 15.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-28 09:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00152', 'Payment for T00000000152', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000153', 'CU0027', 'T00000000153', 30.00, 20.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-21 11:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00153', 'Payment for T00000000153', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000154', 'CU0031', 'T00000000154', 40.00, 30.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-20 20:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00154', 'Payment for T00000000154', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000155', 'CU0021', 'T00000000155', 40.00, 20.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-31 12:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00155', 'Payment for T00000000155', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000156', 'CU0061', 'T00000000156', 20.00, 0.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-23 06:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00156', 'Payment for T00000000156', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000157', 'CU0048', 'T00000000157', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-17 20:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00157', 'Payment for T00000000157', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000158', 'CU0097', 'T00000000158', 25.00, 25.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-01 07:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00158', 'Payment for T00000000158', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000159', 'CU0087', 'T00000000159', 40.00, 30.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-25 15:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00159', 'Payment for T00000000159', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000160', 'CU0044', 'T00000000160', 20.00, 15.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-09 07:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00160', 'Payment for T00000000160', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000161', 'CU0052', 'T00000000161', 20.00, 15.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-27 19:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00161', 'Payment for T00000000161', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000162', 'CU0061', 'T00000000162', 30.00, 25.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-19 10:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00162', 'Payment for T00000000162', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000163', 'CU0094', 'T00000000163', 40.00, 20.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-12 19:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00163', 'Payment for T00000000163', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000164', 'CU0037', 'T00000000164', 20.00, 20.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-01 10:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00164', 'Payment for T00000000164', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000165', 'CU0045', 'T00000000165', 30.00, 10.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-20 10:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00165', 'Payment for T00000000165', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000166', 'CU0032', 'T00000000166', 20.00, 15.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-13 19:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00166', 'Payment for T00000000166', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000167', 'CU0028', 'T00000000167', 20.00, 15.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-14 07:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00167', 'Payment for T00000000167', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000168', 'CU0029', 'T00000000168', 30.00, 25.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-05 19:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00168', 'Payment for T00000000168', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000169', 'CU0059', 'T00000000169', 35.00, 30.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-02 08:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00169', 'Payment for T00000000169', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000170', 'CU0049', 'T00000000170', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-12 09:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00170', 'Payment for T00000000170', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000171', 'CU0063', 'T00000000171', 35.00, 15.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-23 18:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00171', 'Payment for T00000000171', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000172', 'CU0049', 'T00000000172', 40.00, 35.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-05 14:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00172', 'Payment for T00000000172', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000173', 'CU0083', 'T00000000173', 35.00, 30.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-28 18:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00173', 'Payment for T00000000173', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000174', 'CU0092', 'T00000000174', 40.00, 35.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-13 12:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00174', 'Payment for T00000000174', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000175', 'CU0008', 'T00000000175', 35.00, 30.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-12 15:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00175', 'Payment for T00000000175', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000176', 'CU0089', 'T00000000176', 20.00, 10.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-12 18:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00176', 'Payment for T00000000176', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000177', 'CU0013', 'T00000000177', 40.00, 35.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-14 13:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00177', 'Payment for T00000000177', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000178', 'CU0007', 'T00000000178', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-24 09:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00178', 'Payment for T00000000178', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000179', 'CU0065', 'T00000000179', 30.00, 30.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-02 11:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00179', 'Payment for T00000000179', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000180', 'CU0091', 'T00000000180', 35.00, 30.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-07 13:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00180', 'Payment for T00000000180', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000181', 'CU0036', 'T00000000181', 20.00, 20.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-08 08:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00181', 'Payment for T00000000181', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000182', 'CU0019', 'T00000000182', 30.00, 30.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-16 08:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00182', 'Payment for T00000000182', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000183', 'CU0040', 'T00000000183', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-26 10:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00183', 'Payment for T00000000183', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000184', 'CU0095', 'T00000000184', 20.00, 10.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-21 12:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00184', 'Payment for T00000000184', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000185', 'CU0023', 'T00000000185', 20.00, 10.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-29 20:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00185', 'Payment for T00000000185', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000186', 'CU0033', 'T00000000186', 35.00, 25.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-12 13:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00186', 'Payment for T00000000186', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000187', 'CU0099', 'T00000000187', 35.00, 30.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-29 06:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00187', 'Payment for T00000000187', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000188', 'CU0004', 'T00000000188', 35.00, 30.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-02 14:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00188', 'Payment for T00000000188', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000189', 'CU0030', 'T00000000189', 25.00, 15.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-08 20:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00189', 'Payment for T00000000189', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000190', 'CU0021', 'T00000000190', 35.00, 25.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-26 17:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00190', 'Payment for T00000000190', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000191', 'CU0006', 'T00000000191', 40.00, 30.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-14 11:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00191', 'Payment for T00000000191', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000192', 'CU0046', 'T00000000192', 20.00, 10.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-15 15:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00192', 'Payment for T00000000192', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000193', 'CU0074', 'T00000000193', 25.00, 15.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-20 18:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00193', 'Payment for T00000000193', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000194', 'CU0069', 'T00000000194', 25.00, 5.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-30 07:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00194', 'Payment for T00000000194', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000195', 'CU0070', 'T00000000195', 35.00, 25.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-29 11:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00195', 'Payment for T00000000195', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000196', 'CU0098', 'T00000000196', 30.00, 20.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-23 19:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00196', 'Payment for T00000000196', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000197', 'CU0098', 'T00000000197', 20.00, 10.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-14 13:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00197', 'Payment for T00000000197', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000198', 'CU0081', 'T00000000198', 30.00, 30.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-24 09:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00198', 'Payment for T00000000198', 'Cash', 'ticket');
