INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000001', 'D0401', NULL, 'B0216', TO_DATE('2025-01-19 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-19 22:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000226', 'D0055', NULL, 'B0092', TO_DATE('2025-04-09 06:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-09 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000231', 'D0112', NULL, 'B0232', TO_DATE('2025-01-03 12:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-03 20:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000233', 'D0343', NULL, 'B0495', TO_DATE('2025-03-30 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-31 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000234', 'D0416', 'D0242', 'B0308', TO_DATE('2025-03-04 11:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-04 19:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000235', 'D0285', 'D0296', 'B0127', TO_DATE('2025-03-24 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-25 02:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000236', 'D0239', NULL, 'B0168', TO_DATE('2025-02-11 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-12 02:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000241', 'D0209', NULL, 'B0458', TO_DATE('2025-02-02 07:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-02 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000243', 'D0410', NULL, 'B0319', TO_DATE('2025-02-12 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-13 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000245', 'D0487', 'D0163', 'B0469', TO_DATE('2025-01-08 10:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-08 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000246', 'D0184', NULL, 'B0389', TO_DATE('2025-02-07 09:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-07 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000249', 'D0060', 'D0009', 'B0479', TO_DATE('2025-01-28 10:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-28 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000254', 'D0283', 'D0301', 'B0001', TO_DATE('2025-04-26 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-26 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000255', 'D0196', NULL, 'B0017', TO_DATE('2025-04-17 08:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-17 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000256', 'D0364', 'D0112', 'B0064', TO_DATE('2025-02-15 06:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-15 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000258', 'D0212', NULL, 'B0480', TO_DATE('2025-04-09 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000261', 'D0390', NULL, 'B0205', TO_DATE('2025-03-18 06:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-18 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000263', 'D0302', 'D0336', 'B0350', TO_DATE('2025-04-07 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-07 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000264', 'D0266', NULL, 'B0310', TO_DATE('2025-03-03 13:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-03 21:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000265', 'D0071', NULL, 'B0234', TO_DATE('2025-04-02 08:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-02 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000267', 'D0244', NULL, 'B0053', TO_DATE('2025-04-13 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-14 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000272', 'D0076', 'D0159', 'B0118', TO_DATE('2025-02-05 07:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-05 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000273', 'D0118', 'D0294', 'B0141', TO_DATE('2025-02-13 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-14 02:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000275', 'D0050', 'D0364', 'B0083', TO_DATE('2025-04-13 12:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-13 20:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000276', 'D0194', NULL, 'B0259', TO_DATE('2025-01-20 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-21 01:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000277', 'D0419', NULL, 'B0339', TO_DATE('2025-03-08 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-09 02:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000278', 'D0196', NULL, 'B0133', TO_DATE('2025-01-30 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-30 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000279', 'D0260', NULL, 'B0475', TO_DATE('2025-03-10 08:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-10 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000281', 'D0018', 'D0193', 'B0008', TO_DATE('2025-01-05 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-06 01:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000285', 'D0308', NULL, 'B0096', TO_DATE('2025-02-17 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-18 01:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000287', 'D0026', 'D0286', 'B0107', TO_DATE('2025-03-28 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-28 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000288', 'D0481', NULL, 'B0064', TO_DATE('2025-04-01 08:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-01 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000289', 'D0004', NULL, 'B0362', TO_DATE('2025-02-09 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-09 22:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000290', 'D0208', 'D0396', 'B0287', TO_DATE('2025-03-27 08:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-27 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000291', 'D0167', 'D0456', 'B0233', TO_DATE('2025-03-29 12:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-29 20:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000294', 'D0313', 'D0072', 'B0341', TO_DATE('2025-04-15 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-15 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000300', 'D0021', NULL, 'B0158', TO_DATE('2025-01-07 13:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-07 21:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000301', 'D0444', NULL, 'B0098', TO_DATE('2025-04-17 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-18 02:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000302', 'D0451', 'D0110', 'B0428', TO_DATE('2025-02-18 12:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-18 20:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000304', 'D0360', NULL, 'B0425', TO_DATE('2025-01-17 11:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-17 19:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000306', 'D0050', NULL, 'B0195', TO_DATE('2025-01-25 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-26 01:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000307', 'D0373', NULL, 'B0128', TO_DATE('2025-04-17 07:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-17 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000308', 'D0291', NULL, 'B0112', TO_DATE('2025-04-01 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-01 22:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000309', 'D0333', NULL, 'B0061', TO_DATE('2025-04-26 09:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-26 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000311', 'D0296', NULL, 'B0370', TO_DATE('2025-02-03 06:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-03 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000314', 'D0137', NULL, 'B0484', TO_DATE('2025-01-05 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-05 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000315', 'D0001', NULL, 'B0339', TO_DATE('2025-04-18 11:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-18 19:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000316', 'D0069', NULL, 'B0275', TO_DATE('2025-02-20 06:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-20 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000318', 'D0416', 'D0160', 'B0484', TO_DATE('2025-01-29 13:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-29 21:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000320', 'D0069', NULL, 'B0483', TO_DATE('2025-04-02 09:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-02 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000321', 'D0253', NULL, 'B0007', TO_DATE('2025-04-25 13:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-25 21:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000322', 'D0080', NULL, 'B0189', TO_DATE('2025-01-10 06:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-10 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000323', 'D0151', NULL, 'B0320', TO_DATE('2025-02-14 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000324', 'D0326', NULL, 'B0006', TO_DATE('2025-02-20 09:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-20 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000326', 'D0140', 'D0419', 'B0450', TO_DATE('2025-04-13 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-13 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000328', 'D0444', NULL, 'B0478', TO_DATE('2025-04-14 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-14 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000334', 'D0438', 'D0494', 'B0490', TO_DATE('2025-03-11 12:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-11 20:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000336', 'D0166', NULL, 'B0346', TO_DATE('2025-03-11 10:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-11 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Training');
