INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40001, 4289, 80069, 50030, TO_DATE('2022-06-24 02:25:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-11-26 04:22:18', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9168, 8283, 7015, 'Rental', 1418, TO_DATE('2020-01-18 18:23:49', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9168', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9169, 8091, 7003, 'Rental', 925, TO_DATE('2023-11-30 19:27:55', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9169', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9170, 8040, 7005, 'Rental', 1381, TO_DATE('2021-05-31 13:44:05', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9170', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9171, 8292, 7007, 'Rental', 1334, TO_DATE('2021-01-17 22:59:49', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9171', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9172, 8474, 7006, 'Rental', 776, TO_DATE('2021-06-08 19:10:49', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9172', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9173, 8312, 7009, 'Rental', 1024, TO_DATE('2020-06-30 13:21:04', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9173', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9174, 8260, 7010, 'Rental', 1208, TO_DATE('2023-09-09 11:42:31', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9174', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9175, 8433, 7020, 'Rental', 1043, TO_DATE('2023-12-04 14:34:03', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9175', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9176, 8467, 7004, 'Rental', 1495, TO_DATE('2021-06-05 03:58:16', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9176', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9177, 8258, 7010, 'Rental', 676, TO_DATE('2020-03-21 19:06:53', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9177', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9178, 8495, 7005, 'Rental', 1209, TO_DATE('2021-06-22 19:25:21', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9178', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9179, 8299, 7006, 'Rental', 987, TO_DATE('2022-01-02 12:01:45', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9179', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9180, 8262, 7008, 'Rental', 1115, TO_DATE('2020-09-04 05:13:26', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9180', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9181, 8272, 7013, 'Rental', 894, TO_DATE('2021-05-03 03:56:26', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9181', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9182, 8382, 7005, 'Rental', 1101, TO_DATE('2022-01-11 14:21:22', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9182', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9183, 8372, 7014, 'Rental', 1379, TO_DATE('2022-05-05 19:47:40', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9183', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9184, 8374, 7007, 'Rental', 1134, TO_DATE('2020-04-04 22:32:41', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9184', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9185, 8148, 7011, 'Rental', 1426, TO_DATE('2020-04-16 13:38:27', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9185', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9186, 8009, 7018, 'Rental', 575, TO_DATE('2022-07-21 21:34:08', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9186', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9187, 8270, 7007, 'Rental', 849, TO_DATE('2020-09-15 14:52:58', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9187', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9188, 8411, 7019, 'Rental', 1243, TO_DATE('2022-06-05 09:30:18', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9188', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9189, 8007, 7013, 'Rental', 1073, TO_DATE('2021-10-27 14:32:03', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9189', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9190, 8300, 7007, 'Rental', 999, TO_DATE('2021-08-03 16:03:57', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9190', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9191, 8169, 7001, 'Rental', 1197, TO_DATE('2021-03-04 01:32:17', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9191', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9192, 8304, 7011, 'Rental', 679, TO_DATE('2021-01-26 15:00:01', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9192', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9193, 8450, 7002, 'Rental', 902, TO_DATE('2020-05-14 01:54:17', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9193', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9194, 8458, 7018, 'Rental', 1418, TO_DATE('2023-08-05 12:04:47', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9194', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9195, 8085, 7009, 'Rental', 1135, TO_DATE('2021-11-09 14:16:22', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9195', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9196, 8166, 7014, 'Rental', 1405, TO_DATE('2023-06-21 12:14:50', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9196', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9197, 8394, 7020, 'Rental', 1307, TO_DATE('2021-08-20 04:05:04', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9197', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9198, 8076, 7020, 'Rental', 1353, TO_DATE('2023-05-25 09:21:39', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9198', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9199, 8167, 7017, 'Rental', 1216, TO_DATE('2021-03-06 07:30:07', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9199', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9200, 8319, 7010, 'Rental', 933, TO_DATE('2022-10-21 21:35:43', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9200', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9201, 8103, 7001, 'Rental', 617, TO_DATE('2022-02-09 17:53:36', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9201', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9202, 8191, 7013, 'Rental', 986, TO_DATE('2022-11-13 19:44:34', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9202', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9203, 8214, 7012, 'Rental', 554, TO_DATE('2022-03-29 21:32:33', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9203', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9204, 8097, 7001, 'Rental', 799, TO_DATE('2023-03-27 19:12:57', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9204', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9205, 8019, 7013, 'Rental', 1490, TO_DATE('2020-10-05 05:19:41', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9205', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9206, 8314, 7008, 'Rental', 749, TO_DATE('2023-03-20 18:04:07', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9206', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9207, 8135, 7018, 'Rental', 800, TO_DATE('2020-04-19 12:39:46', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9207', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9208, 8008, 7019, 'Rental', 1032, TO_DATE('2020-06-10 23:16:36', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9208', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9209, 8441, 7018, 'Rental', 1446, TO_DATE('2021-10-13 01:45:45', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9209', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9210, 8280, 7010, 'Rental', 1426, TO_DATE('2021-05-04 07:41:05', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9210', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9211, 8051, 7001, 'Rental', 1327, TO_DATE('2021-03-21 18:48:28', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9211', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9212, 8278, 7012, 'Rental', 735, TO_DATE('2022-03-11 03:44:41', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9212', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9213, 8004, 7011, 'Rental', 1255, TO_DATE('2020-11-05 10:42:40', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9213', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9214, 8383, 7004, 'Rental', 555, TO_DATE('2020-03-04 04:24:14', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9214', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9215, 8119, 7010, 'Rental', 1448, TO_DATE('2023-01-27 07:07:56', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9215', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9216, 8086, 7016, 'Rental', 575, TO_DATE('2023-04-08 21:56:11', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9216', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9217, 8213, 7019, 'Rental', 727, TO_DATE('2023-10-15 22:12:02', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9217', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9218, 8139, 7008, 'Rental', 1368, TO_DATE('2022-04-08 20:39:53', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9218', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9219, 8380, 7010, 'Rental', 733, TO_DATE('2022-11-11 07:46:32', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9219', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9220, 8400, 7016, 'Rental', 1181, TO_DATE('2022-10-14 21:38:33', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9220', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9221, 8050, 7010, 'Rental', 689, TO_DATE('2021-09-27 18:21:47', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9221', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9222, 8394, 7020, 'Rental', 774, TO_DATE('2023-08-26 18:17:57', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9222', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9223, 8027, 7015, 'Rental', 1248, TO_DATE('2020-12-29 21:06:18', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9223', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9224, 8431, 7001, 'Rental', 1416, TO_DATE('2021-07-18 22:06:38', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9224', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9225, 8260, 7016, 'Rental', 1183, TO_DATE('2020-08-24 17:13:29', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9225', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9226, 8094, 7013, 'Rental', 1496, TO_DATE('2020-01-27 23:01:11', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9226', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9227, 8369, 7013, 'Rental', 1362, TO_DATE('2022-01-17 00:20:28', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9227', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9228, 8401, 7003, 'Rental', 1114, TO_DATE('2020-03-02 00:31:59', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9228', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9229, 8332, 7006, 'Rental', 1107, TO_DATE('2022-01-28 05:59:10', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9229', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9230, 8048, 7017, 'Rental', 529, TO_DATE('2022-05-18 02:03:17', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9230', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9231, 8432, 7002, 'Rental', 688, TO_DATE('2023-11-06 23:33:19', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9231', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9232, 8020, 7015, 'Rental', 1382, TO_DATE('2020-05-31 23:28:23', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9232', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9233, 8026, 7019, 'Rental', 1362, TO_DATE('2022-05-10 10:05:53', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9233', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9234, 8028, 7006, 'Rental', 1017, TO_DATE('2023-04-30 04:43:33', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9234', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9235, 8395, 7014, 'Rental', 786, TO_DATE('2020-07-03 19:31:43', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9235', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9236, 8029, 7004, 'Rental', 592, TO_DATE('2022-02-27 10:08:58', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9236', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9237, 8423, 7018, 'Rental', 927, TO_DATE('2020-11-07 23:29:23', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9237', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9238, 8126, 7019, 'Rental', 1164, TO_DATE('2022-11-15 05:49:45', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9238', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9239, 8467, 7012, 'Rental', 1114, TO_DATE('2021-08-03 07:10:39', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9239', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9240, 8382, 7020, 'Rental', 526, TO_DATE('2022-11-19 12:49:02', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9240', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9241, 8029, 7007, 'Rental', 1450, TO_DATE('2022-03-16 16:28:44', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9241', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9242, 8234, 7018, 'Rental', 874, TO_DATE('2023-12-19 05:03:18', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9242', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9243, 8299, 7019, 'Rental', 809, TO_DATE('2023-11-20 07:20:09', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9243', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9244, 8318, 7014, 'Rental', 847, TO_DATE('2021-08-26 19:00:33', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9244', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9245, 8262, 7012, 'Rental', 1341, TO_DATE('2022-10-20 20:28:16', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9245', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9246, 8288, 7007, 'Rental', 674, TO_DATE('2020-08-02 02:40:36', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9246', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9247, 8255, 7019, 'Rental', 1476, TO_DATE('2021-10-08 10:28:32', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9247', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9248, 8003, 7015, 'Rental', 981, TO_DATE('2022-06-25 10:02:36', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9248', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9249, 8351, 7020, 'Rental', 1007, TO_DATE('2020-07-08 06:02:20', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9249', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9250, 8387, 7019, 'Rental', 786, TO_DATE('2020-10-09 13:40:27', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9250', 'Monthly rent');
INSERT INTO ShopPayment (shopPayID, shopID, tenantID, payType, amount, paymentDate, paymentMethod, status, receiptNo, remarks) VALUES (9251, 8373, 7008, 'Rental', 675, TO_DATE('2022-07-26 03:34:03', 'YYYY-MM-DD HH24:MI:SS'), 'Bank Transfer', 'Completed', 'RCPT9251', 'Monthly rent');
