INSERT INTO Bus (busID, companyID, plateNo, model, capacity, status, year, remarks) VALUES (80001, 318, 'BUS80001', 'Recognize Model', 36, 'Active', 2024, 'Standard Coach');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5263, 10013, 20263, 26.25, 13.37, 15, 12.88, 'Completed', TO_DATE('2022-11-12 11:51:59', 'YYYY-MM-DD HH24:MI:SS'), 'REC5263', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5264, 10017, 20264, 71.62, 54.05, 22, 17.57, 'Completed', TO_DATE('2020-01-01 03:24:55', 'YYYY-MM-DD HH24:MI:SS'), 'REC5264', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5265, 10020, 20265, 99.07, 93.08, 40, 5.99, 'Completed', TO_DATE('2022-10-10 11:10:55', 'YYYY-MM-DD HH24:MI:SS'), 'REC5265', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5266, 10007, 20266, 93.55, 75.71, 26, 17.84, 'Completed', TO_DATE('2023-10-20 00:09:43', 'YYYY-MM-DD HH24:MI:SS'), 'REC5266', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5267, 10002, 20267, 57.66, 55.44, 15, 2.22, 'Completed', TO_DATE('2020-10-27 13:43:46', 'YYYY-MM-DD HH24:MI:SS'), 'REC5267', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5268, 10020, 20268, 39.120000000000005, 22.21, 50, 16.91, 'Completed', TO_DATE('2021-10-07 03:49:53', 'YYYY-MM-DD HH24:MI:SS'), 'REC5268', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5269, 10008, 20269, 67.7, 48.34, 76, 19.36, 'Completed', TO_DATE('2023-01-17 15:16:22', 'YYYY-MM-DD HH24:MI:SS'), 'REC5269', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5270, 10010, 20270, 83.66, 73.83, 34, 9.83, 'Completed', TO_DATE('2022-03-08 22:08:46', 'YYYY-MM-DD HH24:MI:SS'), 'REC5270', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5271, 10015, 20271, 77.14, 69.47, 72, 7.67, 'Completed', TO_DATE('2023-05-14 14:39:25', 'YYYY-MM-DD HH24:MI:SS'), 'REC5271', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5272, 10017, 20272, 73.6, 63.64, 36, 9.96, 'Completed', TO_DATE('2021-02-19 00:28:59', 'YYYY-MM-DD HH24:MI:SS'), 'REC5272', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5273, 10012, 20273, 71.42999999999999, 64.63, 47, 6.8, 'Completed', TO_DATE('2020-10-27 11:22:42', 'YYYY-MM-DD HH24:MI:SS'), 'REC5273', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5274, 10008, 20274, 95.88000000000001, 94.93, 46, 0.95, 'Completed', TO_DATE('2021-11-13 23:59:11', 'YYYY-MM-DD HH24:MI:SS'), 'REC5274', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5275, 10018, 20275, 22.400000000000002, 16.96, 75, 5.44, 'Completed', TO_DATE('2023-12-24 10:32:54', 'YYYY-MM-DD HH24:MI:SS'), 'REC5275', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5276, 10006, 20276, 96.12, 84.95, 58, 11.17, 'Completed', TO_DATE('2021-01-22 21:11:20', 'YYYY-MM-DD HH24:MI:SS'), 'REC5276', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5277, 10016, 20277, 25.18, 16.43, 98, 8.75, 'Completed', TO_DATE('2020-06-17 01:17:03', 'YYYY-MM-DD HH24:MI:SS'), 'REC5277', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5278, 10014, 20278, 114.56, 96.48, 56, 18.08, 'Completed', TO_DATE('2020-05-19 21:30:16', 'YYYY-MM-DD HH24:MI:SS'), 'REC5278', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5279, 10010, 20279, 22.37, 8.55, 39, 13.82, 'Completed', TO_DATE('2021-07-15 06:20:11', 'YYYY-MM-DD HH24:MI:SS'), 'REC5279', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5280, 10001, 20280, 28.02, 27.66, 42, 0.36, 'Completed', TO_DATE('2022-05-17 05:12:01', 'YYYY-MM-DD HH24:MI:SS'), 'REC5280', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5281, 10015, 20281, 75.43, 71.84, 36, 3.59, 'Completed', TO_DATE('2020-10-01 03:32:52', 'YYYY-MM-DD HH24:MI:SS'), 'REC5281', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5282, 10020, 20282, 73.93, 70.03, 40, 3.9, 'Completed', TO_DATE('2021-01-03 01:21:41', 'YYYY-MM-DD HH24:MI:SS'), 'REC5282', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5283, 10020, 20283, 95.47, 84.87, 79, 10.6, 'Completed', TO_DATE('2022-05-25 20:42:29', 'YYYY-MM-DD HH24:MI:SS'), 'REC5283', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5284, 10008, 20284, 70.59, 60.58, 92, 10.01, 'Completed', TO_DATE('2022-08-01 03:07:24', 'YYYY-MM-DD HH24:MI:SS'), 'REC5284', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5285, 10004, 20285, 88.99000000000001, 75.67, 73, 13.32, 'Completed', TO_DATE('2021-01-24 01:14:17', 'YYYY-MM-DD HH24:MI:SS'), 'REC5285', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5286, 10017, 20286, 111.41, 93.98, 28, 17.43, 'Completed', TO_DATE('2022-11-07 16:51:15', 'YYYY-MM-DD HH24:MI:SS'), 'REC5286', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5287, 10005, 20287, 60.64, 60.02, 11, 0.62, 'Completed', TO_DATE('2022-12-10 03:51:19', 'YYYY-MM-DD HH24:MI:SS'), 'REC5287', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5288, 10008, 20288, 47.489999999999995, 42.72, 90, 4.77, 'Completed', TO_DATE('2021-02-11 15:02:26', 'YYYY-MM-DD HH24:MI:SS'), 'REC5288', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5289, 10006, 20289, 29.22, 26.66, 86, 2.56, 'Completed', TO_DATE('2022-09-14 19:05:54', 'YYYY-MM-DD HH24:MI:SS'), 'REC5289', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5290, 10016, 20290, 52.0, 34.91, 17, 17.09, 'Completed', TO_DATE('2023-12-09 04:56:43', 'YYYY-MM-DD HH24:MI:SS'), 'REC5290', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5291, 10016, 20291, 43.43000000000001, 26.92, 62, 16.51, 'Completed', TO_DATE('2020-02-05 15:57:39', 'YYYY-MM-DD HH24:MI:SS'), 'REC5291', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5292, 10020, 20292, 47.77, 42.28, 81, 5.49, 'Completed', TO_DATE('2022-10-22 21:17:53', 'YYYY-MM-DD HH24:MI:SS'), 'REC5292', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5293, 10020, 20293, 102.79, 92.62, 78, 10.17, 'Completed', TO_DATE('2020-12-03 10:01:10', 'YYYY-MM-DD HH24:MI:SS'), 'REC5293', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5294, 10019, 20294, 33.22, 29.47, 4, 3.75, 'Completed', TO_DATE('2022-06-16 09:27:40', 'YYYY-MM-DD HH24:MI:SS'), 'REC5294', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5295, 10010, 20295, 77.94999999999999, 60.3, 49, 17.65, 'Completed', TO_DATE('2021-05-18 00:53:25', 'YYYY-MM-DD HH24:MI:SS'), 'REC5295', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5296, 10017, 20296, 10.04, 6.72, 95, 3.32, 'Completed', TO_DATE('2021-03-03 22:39:24', 'YYYY-MM-DD HH24:MI:SS'), 'REC5296', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5297, 10003, 20297, 67.1, 56.19, 32, 10.91, 'Completed', TO_DATE('2021-03-11 05:56:46', 'YYYY-MM-DD HH24:MI:SS'), 'REC5297', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5298, 10011, 20298, 94.22, 88.85, 3, 5.37, 'Completed', TO_DATE('2022-11-05 22:08:32', 'YYYY-MM-DD HH24:MI:SS'), 'REC5298', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5299, 10007, 20299, 17.76, 15.71, 25, 2.05, 'Completed', TO_DATE('2023-01-01 13:24:35', 'YYYY-MM-DD HH24:MI:SS'), 'REC5299', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5300, 10001, 20300, 86.13, 68.07, 68, 18.06, 'Completed', TO_DATE('2023-08-21 17:02:05', 'YYYY-MM-DD HH24:MI:SS'), 'REC5300', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5301, 10016, 20301, 114.75, 96.09, 33, 18.66, 'Completed', TO_DATE('2020-03-23 02:35:46', 'YYYY-MM-DD HH24:MI:SS'), 'REC5301', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5302, 10012, 20302, 76.08, 74.25, 51, 1.83, 'Completed', TO_DATE('2020-08-01 11:25:17', 'YYYY-MM-DD HH24:MI:SS'), 'REC5302', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5303, 10006, 20303, 68.55000000000001, 57.59, 62, 10.96, 'Completed', TO_DATE('2023-12-07 04:45:30', 'YYYY-MM-DD HH24:MI:SS'), 'REC5303', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5304, 10006, 20304, 38.39, 35.19, 74, 3.2, 'Completed', TO_DATE('2020-12-11 16:48:20', 'YYYY-MM-DD HH24:MI:SS'), 'REC5304', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5305, 10011, 20305, 75.46000000000001, 58.46, 49, 17.0, 'Completed', TO_DATE('2022-07-22 03:52:13', 'YYYY-MM-DD HH24:MI:SS'), 'REC5305', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5306, 10017, 20306, 114.06, 94.4, 34, 19.66, 'Completed', TO_DATE('2021-08-19 18:13:06', 'YYYY-MM-DD HH24:MI:SS'), 'REC5306', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5307, 10007, 20307, 99.09, 97.34, 27, 1.75, 'Completed', TO_DATE('2021-07-14 23:21:09', 'YYYY-MM-DD HH24:MI:SS'), 'REC5307', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5308, 10014, 20308, 41.730000000000004, 34.07, 84, 7.66, 'Completed', TO_DATE('2022-09-25 17:05:06', 'YYYY-MM-DD HH24:MI:SS'), 'REC5308', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5309, 10015, 20309, 105.38, 94.94, 28, 10.44, 'Completed', TO_DATE('2021-09-18 00:23:19', 'YYYY-MM-DD HH24:MI:SS'), 'REC5309', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5310, 10009, 20310, 24.05, 12.25, 18, 11.8, 'Completed', TO_DATE('2021-12-06 22:47:00', 'YYYY-MM-DD HH24:MI:SS'), 'REC5310', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5311, 10013, 20311, 97.43, 89.53, 12, 7.9, 'Completed', TO_DATE('2022-12-29 22:44:01', 'YYYY-MM-DD HH24:MI:SS'), 'REC5311', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5312, 10014, 20312, 65.97, 51.94, 34, 14.03, 'Completed', TO_DATE('2022-01-26 07:04:56', 'YYYY-MM-DD HH24:MI:SS'), 'REC5312', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5313, 10020, 20313, 63.620000000000005, 58.27, 40, 5.35, 'Completed', TO_DATE('2022-02-08 21:52:32', 'YYYY-MM-DD HH24:MI:SS'), 'REC5313', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5314, 10011, 20314, 32.36, 17.69, 16, 14.67, 'Completed', TO_DATE('2020-03-26 20:44:27', 'YYYY-MM-DD HH24:MI:SS'), 'REC5314', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5315, 10019, 20315, 49.53, 32.89, 75, 16.64, 'Completed', TO_DATE('2022-09-15 14:03:41', 'YYYY-MM-DD HH24:MI:SS'), 'REC5315', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5316, 10020, 20316, 19.91, 8.86, 23, 11.05, 'Completed', TO_DATE('2023-10-16 15:16:05', 'YYYY-MM-DD HH24:MI:SS'), 'REC5316', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5317, 10007, 20317, 30.450000000000003, 14.42, 88, 16.03, 'Completed', TO_DATE('2021-01-22 23:52:00', 'YYYY-MM-DD HH24:MI:SS'), 'REC5317', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5318, 10007, 20318, 65.62, 62.72, 65, 2.9, 'Completed', TO_DATE('2023-08-08 14:23:54', 'YYYY-MM-DD HH24:MI:SS'), 'REC5318', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5319, 10017, 20319, 91.02, 73.07, 48, 17.95, 'Completed', TO_DATE('2022-06-28 03:58:55', 'YYYY-MM-DD HH24:MI:SS'), 'REC5319', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5320, 10003, 20320, 27.009999999999998, 13.5, 7, 13.51, 'Completed', TO_DATE('2020-07-21 11:41:45', 'YYYY-MM-DD HH24:MI:SS'), 'REC5320', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5321, 10012, 20321, 58.629999999999995, 49.33, 74, 9.3, 'Completed', TO_DATE('2023-06-28 00:28:18', 'YYYY-MM-DD HH24:MI:SS'), 'REC5321', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5322, 10016, 20322, 85.71, 70.83, 17, 14.88, 'Completed', TO_DATE('2021-02-01 15:48:00', 'YYYY-MM-DD HH24:MI:SS'), 'REC5322', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5323, 10006, 20323, 24.23, 7.12, 62, 17.11, 'Completed', TO_DATE('2021-02-09 02:42:03', 'YYYY-MM-DD HH24:MI:SS'), 'REC5323', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5324, 10003, 20324, 59.28, 44.5, 44, 14.78, 'Completed', TO_DATE('2023-07-29 00:20:06', 'YYYY-MM-DD HH24:MI:SS'), 'REC5324', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5325, 10005, 20325, 32.26, 31.77, 78, 0.49, 'Completed', TO_DATE('2022-10-15 07:26:40', 'YYYY-MM-DD HH24:MI:SS'), 'REC5325', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5326, 10005, 20326, 93.63, 77.92, 81, 15.71, 'Completed', TO_DATE('2023-09-03 07:47:30', 'YYYY-MM-DD HH24:MI:SS'), 'REC5326', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5327, 10008, 20327, 48.93, 30.09, 95, 18.84, 'Completed', TO_DATE('2020-02-07 19:03:52', 'YYYY-MM-DD HH24:MI:SS'), 'REC5327', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5328, 10004, 20328, 74.77, 74.7, 48, 0.07, 'Completed', TO_DATE('2021-12-26 21:41:46', 'YYYY-MM-DD HH24:MI:SS'), 'REC5328', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5329, 10012, 20329, 23.3, 18.73, 42, 4.57, 'Completed', TO_DATE('2023-09-12 20:43:03', 'YYYY-MM-DD HH24:MI:SS'), 'REC5329', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5330, 10005, 20330, 96.03999999999999, 95.32, 28, 0.72, 'Completed', TO_DATE('2022-10-01 02:40:28', 'YYYY-MM-DD HH24:MI:SS'), 'REC5330', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5331, 10002, 20331, 45.68, 27.57, 7, 18.11, 'Completed', TO_DATE('2023-08-20 16:27:39', 'YYYY-MM-DD HH24:MI:SS'), 'REC5331', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5332, 10015, 20332, 94.38, 76.36, 30, 18.02, 'Completed', TO_DATE('2022-08-26 03:28:59', 'YYYY-MM-DD HH24:MI:SS'), 'REC5332', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5333, 10001, 20333, 91.09, 86.47, 11, 4.62, 'Completed', TO_DATE('2022-03-23 11:44:12', 'YYYY-MM-DD HH24:MI:SS'), 'REC5333', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5334, 10003, 20334, 73.71000000000001, 55.21, 98, 18.5, 'Completed', TO_DATE('2021-12-13 23:23:47', 'YYYY-MM-DD HH24:MI:SS'), 'REC5334', 'OK', 'Credit Card', 'Online');
INSERT INTO PaymentRecord (paymentID, customerID, ticketID, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES (5335, 10001, 20335, 88.66, 82.19, 3, 6.47, 'Completed', TO_DATE('2020-01-27 09:01:46', 'YYYY-MM-DD HH24:MI:SS'), 'REC5335', 'OK', 'Credit Card', 'Online');
